manufacturer,item,category,csi_spec_section,description,mounting_type,cost,labor_per,currency,unit_of_measure
Construction Specialties,CS-DOOR-CLADDING-.040-3x6-8,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .040 3x6-8. Thickness .040. Panel size 3x6-8. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 3x6-8 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.040-3x7,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .040 3x7. Thickness .040. Panel size 3x7. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 3x7 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.040-3x8,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .040 3x8. Thickness .040. Panel size 3x8. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 3x8 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.040-4x7,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .040 4x7. Thickness .040. Panel size 4x7. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 4x7 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.060-3-6x7,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .060 3-6x7. Thickness .060. Panel size 3-6x7. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .060 | Panel size: 3-6x7 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.060-3x6-8,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .060 3x6-8. Thickness .060. Panel size 3x6-8. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .060 | Panel size: 3x6-8 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.060-3x7,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .060 3x7. Thickness .060. Panel size 3x7. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .060 | Panel size: 3x7 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.060-3x8,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .060 3x8. Thickness .060. Panel size 3x8. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .060 | Panel size: 3x8 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-CLADDING-.060-4x7,Door & Frame Protection,10 26 00,Acrovyn Door Cladding .060 4x7. Thickness .060. Panel size 4x7. Cut from 4x8/4x10 sheet; 90° edge; order 2 pcs for full door. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .060 | Panel size: 4x7 | https://www.c-sgroup.com/product/door-and-frame-protection/door-cladding,,,,USD,EA
Construction Specialties,CS-DOOR-EDGE-.040,Door & Frame Protection,10 26 00,Acrovyn Door Edge Protector .040. Thickness .040. Door edge protector .040. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | https://www.c-sgroup.com/product/door-and-frame-protection/door-edge-protectors,,,,USD,EA
Construction Specialties,CS-DOOR-EDGE-.060,Door & Frame Protection,10 26 00,Acrovyn Door Edge Protector .060. Thickness .060. Door edge protector .060. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .060 | https://www.c-sgroup.com/product/door-and-frame-protection/door-edge-protectors,,,,USD,EA
Construction Specialties,CS-A1,Door & Frame Protection,10 26 00,"Construction Specialties Door & Frame Protection A1. split from combined listing ""A1/A2-DFP"" | https://www.c-sgroup.com/product/door-and-frame-protection/a1a2-dfp",,,,USD,EA
Construction Specialties,CS-A1-DFP,Door & Frame Protection,10 26 00,"Construction Specialties Door/Frame Protection A1-DFP. Metal frame; Split from combined title ""A1-DFP / A2-DFP"". | https://www.c-sgroup.com/product/door-and-frame-protection/a1a2-dfp",,,,USD,EA
Construction Specialties,CS-A1-DFPN,Door & Frame Protection,10 26 00,Door/Frame Protection A1-DFPN. Thickness .040. A1-DFP N variant (BIM A1/A2-DFPN). Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | https://www.c-sgroup.com/product/door-and-frame-protection/a1a2-dfp,,,,USD,EA
Construction Specialties,CS-A2-DFP,Door & Frame Protection,10 26 00,"Construction Specialties Door/Frame Protection A2-DFP. split from combined listing ""A1/A2-DFP""; Split from combined title ""A1-DFP / A2-DFP"". | https://www.c-sgroup.com/product/door-and-frame-protection/a1a2-dfp",,,,USD,EA
Construction Specialties,CS-A2-DFPN,Door & Frame Protection,10 26 00,Door/Frame Protection A2-DFPN. Thickness .040. A2-DFP N variant. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | https://www.c-sgroup.com/product/door-and-frame-protection/a1a2-dfp,,,,USD,EA
Construction Specialties,CS-B1,Door & Frame Protection,10 26 00,"Construction Specialties Door & Frame Protection B1. split from combined listing ""B1/B2-DFP"" | https://www.c-sgroup.com/product/door-and-frame-protection/b1b2-dfp",,,,USD,EA
Construction Specialties,CS-B1-DFP,Door & Frame Protection,10 26 00,"Construction Specialties Door/Frame Protection B1-DFP. Custom one-piece; Split from combined title ""B1-DFP / B2-DFP"". | https://www.c-sgroup.com/product/door-and-frame-protection/b1b2-dfp",,,,USD,EA
Construction Specialties,CS-B1-DFPN,Door & Frame Protection,10 26 00,Door/Frame Protection B1-DFPN. Thickness .040. B1-DFP N / one-piece custom. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | https://www.c-sgroup.com/product/door-and-frame-protection/b1b2-dfp,,,,USD,EA
Construction Specialties,CS-B2-DFP,Door & Frame Protection,10 26 00,"Construction Specialties Door/Frame Protection B2-DFP. split from combined listing ""B1/B2-DFP""; Split from combined title ""B1-DFP / B2-DFP"". | https://www.c-sgroup.com/product/door-and-frame-protection/b1b2-dfp",,,,USD,EA
Construction Specialties,CS-B2-DFPN,Door & Frame Protection,10 26 00,Door/Frame Protection B2-DFPN. Thickness .040. B2-DFP N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | https://www.c-sgroup.com/product/door-and-frame-protection/b1b2-dfp,,,,USD,EA
Construction Specialties,CS-D1,Door & Frame Protection,10 26 00,"Construction Specialties Door & Frame Protection D1. split from combined listing ""D1/D2-DFP"" | https://www.c-sgroup.com/product/door-and-frame-protection/d1d2-dfp",,,,USD,EA
Construction Specialties,CS-D1-DFP,Door & Frame Protection,10 26 00,"Construction Specialties Door/Frame Protection D1-DFP. Mounting Recessed. Recessed frame; Split from combined title ""D1-DFP / D2-DFP"". | https://www.c-sgroup.com/product/door-and-frame-protection/d1d2-dfp",Recessed,,,USD,EA
Construction Specialties,CS-D1-DFPN,Door & Frame Protection,10 26 00,Door/Frame Protection D1-DFPN. Thickness .040. D1-DFP N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | https://www.c-sgroup.com/product/door-and-frame-protection/d1d2-dfp,,,,USD,EA
Construction Specialties,CS-D2-DFP,Door & Frame Protection,10 26 00,"Construction Specialties Door/Frame Protection D2-DFP. Mounting Recessed. split from combined listing ""D1/D2-DFP""; Split from combined title ""D1-DFP / D2-DFP"". | https://www.c-sgroup.com/product/door-and-frame-protection/d1d2-dfp",Recessed,,,USD,EA
Construction Specialties,CS-D2-DFPN,Door & Frame Protection,10 26 00,Door/Frame Protection D2-DFPN. Thickness .040. D2-DFP N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | https://www.c-sgroup.com/product/door-and-frame-protection/d1d2-dfp,,,,USD,EA
Construction Specialties,CS-C1-DFP,Door & Frame Protection,10 26 00,Elevator Frame Guards C1-DFP. Thickness .040. Panel size 4'. Elevator C1-DFP; standard 4' height. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 4' | https://www.c-sgroup.com/product/door-and-frame-protection/elevator-frame-guards,,,,USD,EA
Construction Specialties,CS-C2-DFP,Door & Frame Protection,10 26 00,Elevator Frame Guards C2-DFP. Thickness .040. Panel size 4'. Elevator C2-DFP; standard 4' height. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 4' | https://www.c-sgroup.com/product/door-and-frame-protection/elevator-frame-guards,,,,USD,EA
Construction Specialties,CS-DFP-C1N,Door & Frame Protection,10 26 00,Elevator Frame Guards DFP-C1N. Thickness .040. Panel size 4'. TYPE DFP-C1N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 4' | https://www.c-sgroup.com/product/door-and-frame-protection/elevator-frame-guards,,,,USD,EA
Construction Specialties,CS-DFP-C2N,Door & Frame Protection,10 26 00,Elevator Frame Guards DFP-C2N. Thickness .040. Panel size 4'. TYPE DFP-C2N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | Thickness: .040 | Panel size: 4' | https://www.c-sgroup.com/product/door-and-frame-protection/elevator-frame-guards,,,,USD,EA
Construction Specialties,CS-HR-6C,Handrail,10 26 00,Construction Specialties Acrovyn Handrail HR-6C. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/hr-6chro-6,,,,USD,EA
Construction Specialties,CS-HR-6C-6,Handrail,10 26 00,"Construction Specialties Handrail HR-6C-6. split from combined listing ""HR-6C/HRO-6"" | https://www.c-sgroup.com/product/handrails/hr-6chro-6",,,,USD,EA
Construction Specialties,CS-HR-8C,Handrail,10 26 00,Construction Specialties Acrovyn Handrail HR-8C. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/hr-8c,,,,USD,EA
Construction Specialties,CS-HRO-6,Handrail,10 26 00,"Construction Specialties Handrail HRO-6. split from combined listing ""HR-6C/HRO-6"" | https://www.c-sgroup.com/product/handrails/hr-6chro-6",,,,USD,EA
Construction Specialties,CS-HRO-6C,Handrail,10 26 00,Construction Specialties Acrovyn Handrail HRO-6C. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/hr-6chro-6,,,,USD,EA
Construction Specialties,CS-HRS-6C,Handrail,10 26 00,Construction Specialties Handrail HRS-6C. Mounting Extended. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrs-6c,Extended,,,USD,EA
Construction Specialties,CS-HRWS-6C,Handrail,10 26 00,Construction Specialties Handrail HRWS-6C. Mounting Extended. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/crash-rails/ecr-60s-series. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrws-6c,Extended,,,USD,EA
Construction Specialties,CS-HRB-10CCM,Handrail,10 26 00,Construction Specialties Handrail HRB-10CCM. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CCMN,Handrail,10 26 00,Construction Specialties HRB-10C Ligature Resistant Bracket variant (HRB-10CCMN). CAD variant; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CHLN,Handrail,10 26 00,Construction Specialties HRB-10C High Load variant (HRB-10CHLN). Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CN,Handrail,10 26 00,Construction Specialties HRB-10C N variant (HRB-10CN) | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CQL,Handrail,10 26 00,Construction Specialties Handrail HRB-10CQL. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CQLCMHLN,Handrail,10 26 00,Construction Specialties HRB-10C Quick Lock High Load Ligature Resistant (HRB-10CQLCMHLN). Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CQLCMN,Handrail,10 26 00,Construction Specialties HRB-10C Quick Lock Ligature Resistant (HRB-10CQLCMN). Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CQLHLN,Handrail,10 26 00,Construction Specialties HRB-10C Quick Lock High Load (HRB-10CQLHLN). Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10CQLN,Handrail,10 26 00,Construction Specialties HRB-10C Quick Lock variant (HRB-10CQLN). Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-10QLN,Handrail,10 26 00,Construction Specialties HRB-10C Quick Lock variant (HRB-10QLN) | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-HRB-20,Handrail,10 26 00,"Construction Specialties Acrovyn Handrail HRB-20. Profile height 5-5/8"". 5-5/8in high; Quick Lock; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. ; Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-20C,Handrail,10 26 00,"HRB Handrails HRB-20C. Profile height 5-5/8"". HRB-20C cover config. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-20CM,Handrail,10 26 00,"HRB Handrails HRB-20CM. Profile height 5-5/8"". Continuous mount. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-20CMHL,Handrail,10 26 00,"HRB Handrails HRB-20CMHL. Profile height 5-5/8"". CM + high-load. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-20CMHLN,Handrail,10 26 00,Construction Specialties HRB-20 High Load Ligature Resistant (HRB-20CMHLN) | https://www.c-sgroup.com/product/handrails/hrb-20,,,,USD,EA
Construction Specialties,CS-HRB-20CMN,Handrail,10 26 00,Construction Specialties HRB-20 Ligature Resistant variant (HRB-20CMN) | https://www.c-sgroup.com/product/handrails/hrb-20,,,,USD,EA
Construction Specialties,CS-HRB-20HL,Handrail,10 26 00,"HRB Handrails HRB-20HL. Profile height 5-5/8"". High-load. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-20HLN,Handrail,10 26 00,Construction Specialties HRB-20 High Load variant (HRB-20HLN) | https://www.c-sgroup.com/product/handrails/hrb-20,,,,USD,EA
Construction Specialties,CS-HRB-20N,Handrail,10 26 00,"HRB Handrails HRB-20N. Profile height 5-5/8"". N retainer/config. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-20QL,Handrail,10 26 00,"HRB Handrails HRB-20QL. Profile height 5-5/8"". Quick Lock. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-20QLN,Handrail,10 26 00,"HRB Handrails HRB-20QLN. Profile height 5-5/8"". Quick Lock + N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-20",,,,USD,EA
Construction Specialties,CS-HRB-35,Handrail,10 26 00,Construction Specialties Acrovyn Handrail HRB-35. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/hrb-35,,,,USD,EA
Construction Specialties,CS-HRB-35CM,Handrail,10 26 00,"HRB Handrails HRB-35CM. Profile height 3-1/2"". Continuous mount. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-35",,,,USD,EA
Construction Specialties,CS-HRB-35CMN,Handrail,10 26 00,Construction Specialties Acrovyn Handrail HRB-35CMN. Ligature-resistant variant | https://www.c-sgroup.com/product/handrails/hrb-35,,,,USD,EA
Construction Specialties,CS-HRB-35HLN,Handrail,10 26 00,"HRB Handrails HRB-35HLN. Profile height 3-1/2"". High-load + N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-35",,,,USD,EA
Construction Specialties,CS-HRB-35N,Handrail,10 26 00,Construction Specialties Acrovyn Handrail HRB-35N | https://www.c-sgroup.com/product/handrails/hrb-35,,,,USD,EA
Construction Specialties,CS-HRB-35QL,Handrail,10 26 00,"HRB Handrails HRB-35QL. Profile height 3-1/2"". Quick Lock. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-35",,,,USD,EA
Construction Specialties,CS-HRB-35QLN,Handrail,10 26 00,"HRB Handrails HRB-35QLN. Profile height 3-1/2"". Quick Lock + N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrb-35",,,,USD,EA
Construction Specialties,CS-HRBW-10C,Handrail,10 26 00,Construction Specialties Handrail HRBW-10C. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/hrbw-10c,,,,USD,EA
Construction Specialties,CS-HRBW-35,Handrail,10 26 00,Construction Specialties Handrail HRBW-35. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/hrbw-35,,,,USD,EA
Construction Specialties,CS-HRBW-35CMN,Handrail,10 26 00,"HRBW Handrails HRBW-35CMN. Profile height 3-1/2"". Wood grip 35 CMN. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrbw-35",,,,USD,EA
Construction Specialties,CS-HRBW-35N,Handrail,10 26 00,"HRBW Handrails HRBW-35N. Profile height 3-1/2"". Wood grip 35 N. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/hrbw-35",,,,USD,EA
Construction Specialties,CS-P-OA,Handrail,10 26 00,Construction Specialties Platform Handrail P-OA. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/p-oap-ra,,,,USD,EA
Construction Specialties,CS-P-OAA,Handrail,10 26 00,Construction Specialties Handrail P-OAA. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-P-OAANAB,Handrail,10 26 00,Platform Series Handrail P-OAANAB. Oval Acrovyn crash intl NAB. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-oaap-raa,,,,USD,EA
Construction Specialties,CS-P-OAANSB,Handrail,10 26 00,Platform Series Handrail P-OAANSB. Oval Acrovyn crash intl NSB. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-oaap-raa,,,,USD,EA
Construction Specialties,CS-P-OAM,Handrail,10 26 00,Construction Specialties Platform Handrail P-OAM. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/p-oamp-ram,,,,USD,EA
Construction Specialties,CS-P-OAN,Handrail,10 26 00,Platform Series Handrail P-OAN. Oval Acrovyn single-line N/intl. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-oap-ra,,,,USD,EA
Construction Specialties,CS-P-OANAB,Handrail,10 26 00,Platform Series Handrail P-OANAB. Oval Acrovyn intl offset NAB. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-oap-ra,,,,USD,EA
Construction Specialties,CS-P-OANSB,Handrail,10 26 00,Platform Series Handrail P-OANSB. Oval Acrovyn intl offset NSB. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-oap-ra,,,,USD,EA
Construction Specialties,CS-P-OAS,Handrail,10 26 00,Construction Specialties Handrail P-OAS | https://www.c-sgroup.com/product/handrails/p-rasp-oas,,,,USD,EA
Construction Specialties,CS-P-OASNAB,Handrail,10 26 00,Platform Series Handrail P-OASNAB. Oval Acrovyn + SS crash intl NAB. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-rasp-oas,,,,USD,EA
Construction Specialties,CS-P-OASNSB,Handrail,10 26 00,Platform Series Handrail P-OASNSB. Oval Acrovyn + SS crash intl NSB. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-rasp-oas,,,,USD,EA
Construction Specialties,CS-P-OM,Handrail,10 26 00,Construction Specialties Handrail P-OM. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/p-om,,,,USD,EA
Construction Specialties,CS-P-OMA,Handrail,10 26 00,Construction Specialties Handrail P-OMA. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/p-oma,,,,USD,EA
Construction Specialties,CS-P-OMM,Handrail,10 26 00,Construction Specialties Handrail P-OMM. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/p-omm,,,,USD,EA
Construction Specialties,CS-P-OMS,Handrail,10 26 00,Construction Specialties Handrail P-OMS. model page from c-sgroup product family/sitemap; Model page from CS product family API. Prefer gap-check CM_Deploy before duplicating. | https://www.c-sgroup.com/product/handrails/p-oms,,,,USD,EA
Construction Specialties,CS-P-OS,Handrail,10 26 00,Construction Specialties Handrail P-OS. expanded discrete from combined P-series listing | https://www.c-sgroup.com/product/handrails/p-rsp-os,,,,USD,EA
Construction Specialties,CS-P-OSA,Handrail,10 26 00,Construction Specialties Handrail P-OSA. expanded discrete from combined P-series listing | https://www.c-sgroup.com/product/handrails/p-rsap-osa,,,,USD,EA
Construction Specialties,CS-P-OSM,Handrail,10 26 00,Construction Specialties Handrail P-OSM. expanded discrete from combined P-series listing | https://www.c-sgroup.com/product/handrails/p-rsmp-osm,,,,USD,EA
Construction Specialties,CS-P-OSS,Handrail,10 26 00,Construction Specialties Handrail P-OSS. expanded discrete from combined P-series listing | https://www.c-sgroup.com/product/handrails/p-rssp-oss,,,,USD,EA
Construction Specialties,CS-P-OW,Handrail,10 26 00,Construction Specialties Platform Handrail P-OW. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/p-owp-rw,,,,USD,EA
Construction Specialties,CS-P-OWA,Handrail,10 26 00,Construction Specialties Handrail/Crash Rail P-OWA | https://www.c-sgroup.com/product/handrails/p-owap-rwa,,,,USD,EA
Construction Specialties,CS-P-OWM,Handrail,10 26 00,Construction Specialties Platform Handrail P-OWM. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/p-owmp-rwm,,,,USD,EA
Construction Specialties,CS-P-OWS,Handrail,10 26 00,Construction Specialties Platform Handrail P-OWS. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/p-rwsp-ows,,,,USD,EA
Construction Specialties,CS-P-RA,Handrail,10 26 00,Construction Specialties Platform Handrail P-RA. CS Handrails listing / Jan 2026 product guide | https://www.c-sgroup.com/product/handrails/p-oap-ra,,,,USD,EA
Construction Specialties,CS-P-RAA,Handrail,10 26 00,Construction Specialties Handrail P-RAA. Candidate model token from detail/CAD page https://www.c-sgroup.com/product/handrails/hrb-10c. Verify before CM_Deploy create. | https://www.c-sgroup.com/product/handrails/hrb-10c,,,,USD,EA
Construction Specialties,CS-P-RAASS,Handrail,10 26 00,Platform Series Handrail P-RAASS. Round Acrovyn crash + SS caps. Literature/CAD expansion; gap-check CM_Deploy before create. CM_Deploy catalog target only (do not publish to USISupply). | https://www.c-sgroup.com/product/handrails/p-oaap-raa,,,,USD,EA
